,index,name,text,episode,timestamp,inaudible_speech,nonspeech
182976,449,LIAM,"I was going to suggest the same thing. In fact, I think we should go downstairs. They're going to be coming back. We don't want to cause a stir with them, either. We just want to leave if that's what we're going to do. ",2,00:53:51,,
182977,450,SAM,Don't worry! I'll turn on the charm. ,2,00:54:03,,
182978,451,TALIESIN,Thank God. ,2,00:54:08,,
182979,452,LIAM,Okay. Let's get a drink. ,2,00:54:09,,
182980,453,SAM,Thank gods. ,2,00:54:15,,
182981,454,LIAM,We head downstairs. ,2,00:54:18,,
182982,455,MATT,"You guys head down. You get to the bottom of the stairs just in time to see Jester, Beauregard, Molly, and Fjord looking across the tavern, making their way in your direction, and you guys notice them meeting you in the tavern room, as well. ",2,00:54:19,,
182983,456,SAM,"Oh, thank God you're here and safe! We missed you! Somehow we got separated! Friends. ",2,00:54:32,,
182984,457,LAURA,"That happens, yes. ",2,00:54:43,,
182985,458,MARISHA,Can I insight check him? ,2,00:54:44,,
182986,459,MATT,Sure. ,2,00:54:46,,
182987,460,"SAM, MATT",Her. ,2,00:54:47,,
182988,461,MARISHA,Her. Sam. Natural 20. ,2,00:54:50,,
182989,462,SAM,I'm lying! ,2,00:54:54,,(laughter) 
182990,463,MARISHA,You guys peaced out pretty quickly. ,2,00:55:11,,
182991,464,LIAM,"We did, I did not come to Trostenwald to go to jail. ",2,00:55:17,,
182992,465,TRAVIS,What did you come to Trostenwald for? ,2,00:55:22,,
182993,466,LIAM,We are tired. We've been traveling a long time. We've been saving. Wanted to take it easy for a few days. ,2,00:55:26,,
182994,467,TRAVIS,"Sure, I'm not trying to pry. I was just curious where you were going. ",2,00:55:36,,
182995,468,MARISHA,Just curious why you have a mask. ,2,00:55:41,,
182996,469,TALIESIN,"If I'm going to listening to somebody's life story I'm going to need a drink. You, gorgeous, what's your name? ",2,00:55:42,,
182997,470,MATT,"You look over and see a woman with darker hair, the general barmaid. ""Adelaine."" ",2,00:55:47,,
182998,471,TALIESIN,"Adelaine, I would like a round for all these terrible people and one for myself. What's the difference between these three beers? I've honestly got to admit, they all taste the same to me. ",2,00:55:55,,
182999,472,MATT,"""Go with the von Brandt."" ",2,00:56:06,,
183000,473,TALIESIN,Let's get a round of von Brandt for everybody. ,2,00:56:09,,
183001,474,TRAVIS,"Actually, if it's all the same I'm not really an ale fan. Do you have any fire whiskey? ",2,00:56:13,,
183002,475,MATT,"""We can get you some liquor, aye."" ",2,00:56:18,,
183003,476,LAURA,Can I have some milk? ,2,00:56:21,,
183004,477,SAM,"Two, please. ",2,00:56:22,,
183005,478,MATT,"""All right."" She walks away. ",2,00:56:24,,
183006,479,LAURA,You think she heard that I wanted milk? ,2,00:56:29,,
183007,480,TALIESIN,I don't know. I'm going to ask for one of each of these beers because I want to have a tasting competition. I'm not going to be drinking alone. ,2,00:56:32,,
183008,481,LIAM,I wander away from these two with their questions and I sit down with Molly. ,2,00:56:39,,
183009,482,LAURA,"Caleb, you want to see something cool? ",2,00:56:43,,
183010,483,LIAM,I would love to see something cool. ,2,00:56:45,,
183011,484,LAURA,I show Caleb where I etched the dick in the table a couple nights ago. ,2,00:56:47,,
183012,485,MARISHA,Yeah! Bringing it back. ,2,00:56:51,,
183013,486,LIAM,That's pretty good. ,2,00:56:55,,
183014,487,TALIESIN,How'd you etch a deck in the table? ,2,00:56:56,,
183015,488,LAURA,It's a dick. ,2,00:56:58,,
183016,489,TALIESIN,Oh. ,2,00:56:59,,
183017,490,LIAM,Have you always been an artist? ,2,00:57:01,,
183018,491,LAURA,"I have actually, I've been an artist since I was little. ",2,00:57:03,,
183019,492,TALIESIN,You think that's what they look like? ,2,00:57:06,,
183020,493,LAURA,I've seen a lot of dicks. That is what most of them look like. ,2,00:57:08,,
183021,494,TALIESIN,I'm already in my cups. ,2,00:57:13,,
183022,495,LAURA,What? ,2,00:57:16,,
183023,496,LIAM,So where do you two come from? ,2,00:57:20,,
183024,497,LAURA,Us two? ,2,00:57:23,,
183025,498,LIAM,"Yes, you two with the horns. ",2,00:57:25,,
183026,499,LAURA,"Well, I don't know where he comes from. You think we all come from the same place? That was really inconsiderate. ",2,00:57:27,,
183027,500,LIAM,"No, you are very different it's very clear. ",2,00:57:34,,
183028,501,LAURA,He's purple. ,2,00:57:36,,
183029,502,TALIESIN,She's blue. ,2,00:57:37,,
183030,503,LAURA,Which is pretty rare. ,2,00:57:39,,
183031,504,LIAM,He's every color. ,2,00:57:41,,
183032,505,TALIESIN,It's very true. ,2,00:57:43,,
183033,506,LAURA,I'm from Nicodranas. ,2,00:57:49,,
183034,507,LIAM,Remember when we started the first campaign and all those places came in a split second and all that history. I'm from Shrev`nam Chicago. Oh yes. ,2,00:57:55,,
183035,508,TALIESIN,I'm from the circus. ,2,00:58:15,,
183036,509,LIAM,So you're a traveler then? ,2,00:58:18,,
183037,510,TALIESIN,Oh yeah. Quite a while. ,2,00:58:20,,
183038,511,LIAM,Since childhood? ,2,00:58:23,,
183039,512,TALIESIN,Long as I can reasonably remember at the very least. It's been a while. It's nice. I like it. They're good people. Work hard. ,2,00:58:26,,
183040,513,LIAM,You have a lot of scars. ,2,00:58:37,,
183041,514,TALIESIN,"That's a very funny story, actually. ",2,00:58:40,,
183042,515,TRAVIS,I like funny stories. ,2,00:58:43,,
183043,516,TALIESIN,Me too. ,2,00:58:45,,
183044,517,TRAVIS,You did some crazy shit with that sword of yours. ,2,00:58:49,,
183045,518,TALIESIN,Thank you. These swords-- you buy a drink and we'll see. ,2,00:58:53,,
183046,519,TRAVIS,You polish off that one already? ,2,00:59:03,,
183047,520,LAURA,"Wow, that's a lot-- okay. ",2,00:59:10,,
183048,521,TRAVIS,Can we get another round? For the-- ,2,00:59:14,,
183049,522,TALIESIN,How much I owe you for the first round? ,2,00:59:17,,
183050,523,MATT,They are keeping a tally of the table. ,2,00:59:20,,
183051,524,LIAM,Frumpkin scrabbles up onto Nott's shoulder. ,2,00:59:22,,
183052,525,SAM,"Hi Frumpy, nice to see you again. ",2,00:59:26,,
183053,526,TALIESIN,Mother always told me to never give a story away for free. ,2,00:59:30,,
183054,527,TRAVIS,Wise words. ,2,00:59:34,,
183055,528,LAURA,My mother said don't give away other things for free. ,2,00:59:35,,
183056,529,TALIESIN,I already like your mother. ,2,00:59:38,,
183057,530,MARISHA,My mother always said nothing in life is free. ,2,00:59:40,,
183058,531,TALIESIN,I can tell. ,2,00:59:43,,
183059,532,MARISHA,None of this absolves the dodgy goblin who slinked past that first question. Where are you from? What are you traveling from? Why the mask? ,2,00:59:45,,
183060,533,TRAVIS,Only because we seem to find ourselves in quite the predicament. ,2,00:59:57,,
183061,534,SAM,"We're just a couple of friends, strolling around the countryside looking for adventure. ",2,01:00:01,,
183062,535,MARISHA,Sure you are. ,2,01:00:07,,
183063,536,LIAM,Do you see many goblins walking around cities here? ,2,01:00:10,,
183064,537,MARISHA,It has nothing to do with that. People who move from place to place frequently tend to have other stories as to why they're doing it. ,2,01:00:15,,
183065,538,LIAM,"Well, let me make it clear: goblins are not typically welcome in any cities, that is why the mask. ",2,01:00:23,,
183066,539,MARISHA,"Well, you're going back to the goblin thing. I'm more curious about the travel thing. ",2,01:00:29,,
183067,540,SAM,"We have a string of bad luck. We tend to get in trouble in places for various reasons. Some of which is my fault. Most of which is my fault. I have sticky fingers. I can't help myself sometimes. I'm fascinated by little bobbles and fancy pieces of jewelries and I love trinkets so much! I just have to take them, and have them with me, and put them in my pockets. It's gotten us in a few scrapes a couple times. Caleb, he is fantastic. Very patient with me, understands. But really it's my fault; it's not him. He's a smart man, a brilliant magician! Have you seen? Some of his tricks are phenomenal, really. ",2,01:00:36,,
183068,541,TRAVIS,"No, I'd love to. ",2,01:01:29,,
183069,542,SAM,,2,01:01:31,,(laughter) 
183070,543,TRAVIS,It's a moving story. ,2,01:01:42,,
183071,544,MARISHA,"I immediately check my pockets after that to see is Nott has lifted anything. Is everything still there, all my coin? ",2,01:01:44,,
183072,545,MATT,Make an investigation check. ,2,01:01:52,,
183073,546,TALIESIN,I'm going to join you on this one. ,2,01:01:54,,
183074,547,MARISHA,Not great. Not great at all. Six. ,2,01:01:57,,
183075,548,TALIESIN,16. ,2,01:02:02,,
183076,549,MATT,16? Everything seems to be in order for you. ,2,01:02:04,,
183077,550,MARISHA,Wait that was a 15! Right? That was the dice I rolled? 16. ,2,01:02:07,,
183078,551,MATT,Everything seems to be in order. ,2,01:02:12,,
183079,552,MARISHA,Okay. ,2,01:02:15,,
183080,553,SAM,"Anyway, that's the long and short of it. ",2,01:02:18,,
183081,554,LAURA,What do you do with the things once you steal them? ,2,01:02:22,,
183082,555,SAM,Well the nice ones I keep. I have a little-- ,2,01:02:25,,
183083,556,LAURA,Do you have a collection? ,2,01:02:28,,
183084,557,SAM,"We were in one of those prisons before-- Am I sharing too much? I'm sharing too much, aren't I? We were in a prison, they took all of our belongings. I lost all of my collections. I had a lovely rock collection. I had a rare coin collection. I had a stick collection. Yeah, it's all gone now. ",2,01:02:30,,
183085,558,LAURA,"What about shiny things, though? ",2,01:03:02,,
183086,559,SAM,I love them. I just don't have any right now. ,2,01:03:04,,
183087,560,LAURA,"Because I think if you have sticky fingers for sticks and rocks, I don't think that will get you in trouble. ",2,01:03:06,,
183088,561,SAM,I mean I call them sticks because I don't need them. But I suppose they really needed them. ,2,01:03:26,,
183089,562,LAURA,"Yeah, that makes sense. ",2,01:03:32,,
183090,563,TALIESIN,There's only one way to find out. ,2,01:03:34,,
183091,564,MARISHA,"Wait, I'm sorry. I think I need clarification. If sticks mean things like valuable canes, what do rocks mean to you? ",2,01:03:38,,
183092,565,SAM,They're really nice rocks. ,2,01:03:49,,
183093,566,LIAM,We don't have many of those at the moment. ,2,01:03:58,,
183094,567,TRAVIS,"Would it be fair to say that the more someone desires something, the more you're interest increases? ",2,01:04:01,,
183095,568,SAM,"Oh I don't care about the people who have them. I just like pretty things. Toys, anything really. ",2,01:04:08,,
183096,569,LAURA,I'll keep an eye out for things that you would like. ,2,01:04:22,,
183097,570,SAM,Okay! Can you help with that? ,2,01:04:25,,
183098,571,LAURA,I can if you want me to. Or I can point it out. ,2,01:04:27,,
183099,572,MARISHA,Is it the joy of taking the things or do you just like gifts? ,2,01:04:32,,
183100,573,SAM,"No, it's the collecting. ",2,01:04:37,,
183101,574,LIAM,It's like a nervous tick a little bit. ,2,01:04:39,,
183102,575,TRAVIS,Are you good at it? Do you get caught very often? ,2,01:04:45,,
183103,576,SAM,"Well, would you like a demonstration? ",2,01:04:49,,
183104,577,LAURA,Yes! ,2,01:04:52,,
183105,578,TRAVIS,"Now, Jester, if I may, we are already in a little bit of a pickle. ",2,01:04:54,,
183106,579,LAURA,Steal something from me! Do you want me to close my eyes? ,2,01:04:59,,
183107,580,SAM,Sure! That'll make it really easy. Are they closed? ,2,01:05:03,,
183108,581,LAURA,Yeah. ,2,01:05:12,,
183109,582,SAM,All right. Out of practice here. I'm going to do a shot. Crack my knuckles. ,2,01:05:16,,
183110,583,LAURA,"Just don't take the thing on my waist, because he'll be pissed. ",2,01:05:28,,
183111,584,SAM,He'll be pissed? What? ,2,01:05:32,,
183112,585,LAURA,Yeah. ,2,01:05:35,,
183113,586,SAM,He? ,2,01:05:36,,
183114,587,LAURA,Yeah. ,2,01:05:37,,
183115,588,SAM,What's on your waist? ,2,01:05:38,,
183116,589,TALIESIN,I'm looking at her waist. What's on her waist? ,2,01:05:40,,
183117,590,MATT,What's on your waist? ,2,01:05:41,,
183118,591,LAURA,My symbol to the Traveler. ,2,01:05:43,,
183119,592,SAM,"Oh. All right, I'll go to her left buttcheek pocket and fish around. ",2,01:05:45,,
183120,593,LAURA,I'm in a dress. I don't have a pocket on my buttcheek. But you can try. ,2,01:05:51,,
183121,594,SAM,What pockets do you have? ,2,01:05:58,,
183122,595,LAURA,"I would have pockets on the front of my dress, and maybe a little pouch on my hip. ",2,01:06:03,,
183123,596,SAM,I'll do the hip pocket. ,2,01:06:09,,
183124,597,MATT,"All right, make a sleight of hand check. ",2,01:06:11,,
183125,598,SAM,,2,01:06:14,,(laughter) 
183126,599,MATT,You close your eyes and feel a tug and a shake-- ,2,01:06:18,,
183127,600,SAM,Plus eight. ,2,01:06:21,,
183128,601,MATT,What's your passive perception? ,2,01:06:24,,
183129,602,TALIESIN,I'm going to guess ten. ,2,01:06:27,,
183130,603,LAURA,"No, it's 13. ",2,01:06:29,,
183131,604,MATT,"So, yeah, you totally feel-- ",2,01:06:30,,
183132,605,LAURA,You're doing great! ,2,01:06:32,,
183133,606,SAM,"This is not how it usually works! The person is not really expecting it. This is embarrassing, really. I have the one skill and I failed at it. ",2,01:06:37,,
183134,607,LAURA,"It's okay, you can keep practicing. ",2,01:06:51,,
183135,608,LIAM,"Here, you know the trick, right? ",2,01:06:54,,
183136,609,SAM,"Yes, I know the trick. Takes a little bit of time, doesn't it? ",2,01:07:10,,
183137,610,LIAM,You're good. ,2,01:07:14,,
183138,611,SAM,Okay.  I do know one piece of magic. Feast your eyes-- ,2,01:07:15,,(clears throat)
183139,612,TRAVIS,If you place a copper piece into this pot and say the magic words-- what's the magic word again? ,2,01:07:22,,
183140,613,LIAM,Fibulous. ,2,01:07:39,,
183141,614,SAM,Fibulous! It will turn into a silver piece. ,2,01:07:41,,
183142,615,LAURA,Should I say it? ,2,01:07:45,,
183143,616,TALIESIN,"I want to hear you say it, anyway. ",2,01:07:48,,
183144,617,SAM,"By the ancient order of the school, fibulous! ",2,01:07:57,,"(vocalizing, trills)"
183145,618,LIAM,That is a silver coin right there. ,2,01:08:16,,
183146,619,LAURA,Oh my gosh. Wait a minute. Does this mean the silver I won from you was actually copper? ,2,01:08:20,,
183147,620,SAM,"No, it only works up. ",2,01:08:29,,
183148,621,LAURA,Great! Thanks for the silver. ,2,01:08:32,,
183149,622,SAM,"Well, no, we weren't giving you the silver piece just showing you a bit of magic. This pot is actually quite powerful. It can do that once a day, so if you'd like to purchase it. ",2,01:08:34,,
183150,623,LAURA,Can you turn this into a gold piece? ,2,01:08:46,,
183151,624,SAM,"Well, it only works once a day. ",2,01:08:48,,
183152,625,LAURA,"Well, tomorrow can you make it gold? ",2,01:08:51,,
183153,626,SAM,I think it only does the copper to silver? ,2,01:08:54,,
183154,627,LIAM,The magic is not that strong. ,2,01:08:58,,
183155,628,SAM,"Yes, it's a mild magic pot. But if you'd like to purchase it from us, we can sell it to you for five gold. ",2,01:09:01,,
183156,629,LAURA,Five gold for one silver a day? That doesn't add up. ,2,01:09:11,,
183157,630,TRAVIS,By the end of the week you made your money back. ,2,01:09:15,,
183158,631,LAURA,No. ,2,01:09:17,,
183159,632,SAM,"At discount for friends, three gold. ",2,01:09:22,,
183160,633,LAURA,Three gold. ,2,01:09:25,,
183161,634,SAM,"And for that, we'll teach you your own magic word. ",2,01:09:29,,
183162,635,LAURA,That's pretty good. ,2,01:09:32,,
183163,636,TALIESIN,That's 40 days. ,2,01:09:35,,
183164,637,LAURA,40 days? ,2,01:09:37,,
183165,638,SAM,"You can do it once a day forever, you have it for the rest of your life. ",2,01:09:39,,
183166,639,LAURA,"Yeah, but I have lots of money. I don't need it. ",2,01:09:42,,
183167,640,SAM,"But this is free money, that you don't have to work for. ",2,01:09:45,,
183168,641,LIAM,"Also, you know, they basically helped us out today. You can do it for one, for them. ",2,01:09:47,,
183169,642,SAM,"All right, one gold. ",2,01:09:52,,
183170,643,LAURA,One gold. That's a really good deal. Did you hear how much he gave me a deal? Okay! ,2,01:09:55,,
183171,644,MATT,Do you give him the gold? ,2,01:10:05,,
183172,645,LAURA,"Yes, I'll give him the gold. Hold on, let me make sure I have it. Where's my--? ",2,01:10:07,,
183173,646,TALIESIN,It's the second button. ,2,01:10:12,,
183174,647,LAURA,"Oh, currency! Gold. Okay, one down. ",2,01:10:14,,
183175,648,MARISHA,"Do I notice anything shifty about that, while we were looking at his hands? ",2,01:10:19,,
183176,649,MATT,Perception check. ,2,01:10:23,,
183177,650,LAURA,What's my magic word? ,2,01:10:25,,
183178,651,LIAM,It can be whatever you want it to be. You have to agree upon it and you have to focus on that word for one full day while you are in possession of the pot. ,2,01:10:27,,
183179,652,MARISHA,21. ,2,01:10:34,,
183180,653,MATT,"You watch that copper piece become silver, magically. ",2,01:10:35,,
183181,654,LAURA,How about skinky doodie? ,2,01:10:40,,
183182,655,LIAM,I could consider it yours if you focused on it all day tomorrow. But you really have to focus. ,2,01:10:43,,
183183,656,LAURA,"Okay, I will. Super a lot of focus. Skinky doodie. Thank you for this. ",2,01:10:55,,
183184,657,SAM,It's a pleasure doing business with you. Does that answer your question? I've got some for you. ,2,01:11:05,,
183185,658,MARISHA,You have questions for me? ,2,01:11:10,,
183186,659,SAM,Yeah! How does someone like you -- you're human right? ,2,01:11:13,,
183187,660,MARISHA,"Yeah, I am. ",2,01:11:21,,
183188,661,SAM,How do you come by learning Halfling? ,2,01:11:22,,
183189,662,MARISHA,The wine making business. And halflings really like wine. ,2,01:11:26,,
183190,663,SAM,Everyone likes wine! ,2,01:11:38,,
183191,664,MARISHA,That's true. ,2,01:11:40,,
183192,665,TRAVIS,Some people more than others. ,2,01:11:42,,
183193,666,MARISHA,I was around it a lot. ,2,01:11:45,,
183194,667,SAM,What town was that then? ,2,01:11:58,,
183195,668,LAURA,"It's close by here, right? ",2,01:12:00,,
183196,669,MARISHA,It's a bit aways. It's Kamordah. ,2,01:12:03,,
183197,670,SAM,"Hmm, haven't heard of it. ",2,01:12:07,,
183198,671,MARISHA,"It's a small farming town, it's no big deal. It's whatever. ",2,01:12:10,,
183199,672,SAM,Nothing shady there! ,2,01:12:16,,
183200,673,MARISHA,"Nope, just a wandering traveler just like the rest of y'all. ",2,01:12:19,,
183201,674,TRAVIS,"Well I mean I was really impressed with the little trick, I sure would like to see a big trick. ",2,01:12:25,,
183202,675,LAURA,I use Thaumaturgy to open all the windows! ,2,01:12:30,,
183203,676,MATT,"Being about one o'clock in the morning at this time, and the energy in the tavern has come to a quiet crawl, those who are keeping their cups are either snoring or in the process of preparing to go to sleep, you watch as Adelaine, the barmaid is walking around cleaning up tables and suddenly all the windows in the room slam open with a heavy impact and there's a burst of wind that comes through. The two crownsguard that were outside flanking the opening doorway suddenly rush and look in and look about at the lot of you. ",2,01:12:37,,
183204,677,TALIESIN,Two extra? ,2,01:13:09,,
183205,678,MATT,They both just slowly curl back to their perimeter. ,2,01:13:15,,
183206,679,TALIESIN,You're no fun. ,2,01:13:18,,
183207,680,MARISHA,"Yeah, circus! Woo, circus coming to town! ",2,01:13:20,,
183208,681,TRAVIS,"Jester, I meant a trick from Caleb. ",2,01:13:27,,
183209,682,LAURA,Oh. ,2,01:13:30,,
183210,683,LIAM,You want to see a trick? ,2,01:13:34,,
183211,684,TRAVIS,I would love one. ,2,01:13:36,,
183212,685,LIAM,"I am well into my second trost at this point. I can show you a trick. Young lady, if you would assist me please. Step up onto the table. ",2,01:13:38,,
183213,686,SAM,Absolutely! ,2,01:13:48,,
183214,687,MARISHA,Just don't break anything. ,2,01:13:50,,
183215,688,LIAM,"Adjust your minds. I begin to weave one hand in a slow circle around the other, and a globe of golden light poofs out. ",2,01:13:52,,
183216,689,SAM,I put my hands and feet out in an akimbo pose. ,2,01:14:05,,
183217,690,LIAM,A second little globule of light comes out. ,2,01:14:12,,
183218,691,SAM,I feel it coming! Hit me! ,2,01:14:15,,
183219,692,LIAM,Then two more at the same time come out of my hand. Then they amass upon my little companion and form a similar sized little humanoid of light that then coincides with my little friend. She is glowing golden on a table in the middle of the Nestled Nook. ,2,01:14:18,,
183220,693,SAM,,2,01:14:40,,(sings) 
183221,694,LIAM,"The Goblight, ladies and gentlemen. The Goblight! ",2,01:14:44,,
183222,695,SAM,Thank you! ,2,01:14:47,,
183223,696,MATT,"There's some claps in the back rooms. You see one of the drunken gentlemen has come to semi-consciousness and goes, ""That's impressive!""",2,01:14:49,,
183224,697,TRAVIS,How did you learn to do that? ,2,01:15:00,,
183225,698,LIAM,"I could always do that a little bit, as a kid. I was always good with magic. I had a knack for it. That one's easy. ",2,01:15:04,,
183226,699,TRAVIS,That's impressive. ,2,01:15:18,,
183227,700,LIAM,"Well, thank you. ",2,01:15:21,,
183228,701,MARISHA,Aw buddy. ,2,01:15:25,,
183229,702,LAURA,Maybe he can teach you how to do that. ,2,01:15:27,,
183230,703,TRAVIS,Is it something that can be taught to others? ,2,01:15:30,,
183231,704,TALIESIN,Are you trying to learn magic? Is that a thing? ,2,01:15:34,,
183232,705,TRAVIS,"Well, I'm just a little curious about how people use their magic. ",2,01:15:37,,
183233,706,MARISHA,I've seen you have a few tricks up your sleeve. You seem like you're not totally magic inept. ,2,01:15:43,,
183234,707,TRAVIS,"No, it's relatively new for me though, so I'm just trying to learn. ",2,01:15:49,,
183235,708,LIAM,Are you reading a lot? ,2,01:15:56,,
183236,709,TRAVIS,"No, I wonder if maybe I should be? ",2,01:15:58,,
183237,710,LIAM,"Well, it could be helpful. Although, I'm a bit of an amateur teacher. I taught Nott the one trick you saw, but other things. We've been working together, I suppose I could try to help you. ",2,01:16:02,,
183238,711,MARISHA,"Have you had your abilities your whole life, like a kid? ",2,01:16:17,,
183239,712,TRAVIS,"No. Again, fairly recently. ",2,01:16:21,,
183240,713,MARISHA,Something happen? ,2,01:16:27,,
183241,714,TRAVIS,Yeah. ,2,01:16:31,,
183242,715,LIAM,"Oh, I'm sorry, do you two not know each other super well? You seem like you do. ",2,01:16:34,,
183243,716,MARISHA,We got a good 24-48 hours on the rest of you. ,2,01:16:40,,
183244,717,TRAVIS,"Yeah, we're not super deep. ",2,01:16:44,,
183245,718,MARISHA,Nope. ,2,01:16:46,,
183246,719,SAM,Where did you come from then? ,2,01:16:49,,
183247,720,TRAVIS,Well I came up from the town of Port Damali. ,2,01:16:52,,
183248,721,LAURA,That's where we met! ,2,01:16:56,,
183249,722,TRAVIS,"Yeah, I met Jester a while back and after I Ieft town, coming up to the northeast, I ran across her. I'd seen her do some of her magic before. That's what I'm trying to learn about. ",2,01:16:58,,
183250,723,LAURA,"If you need anymore displays, you just let me know. ",2,01:17:10,,
183251,724,LIAM,It's good. ,2,01:17:15,,
183252,725,MARISHA,Can I request a display? I think I have a broken rib. It might be getting more purple. ,2,01:17:18,,
183253,726,LAURA,"Oh yeah, I mean I can ask, but I think I'm tapped. ",2,01:17:28,,
183254,727,MARISHA,"I'll sleep it off, it's fine. ",2,01:17:32,,
183255,728,LAURA,Yeah. I can try! I'll put my hand out. I'll try to cast Cure Wounds. I got shit. I got nothing. It's not happening. ,2,01:17:37,,
183256,729,SAM,It's past midnight! ,2,01:17:58,,
183257,730,LAURA,"Oh, no. I've got to sleep. ",2,01:17:59,,
183258,731,MATT,You concentrate for a moment. Make a medicine check. ,2,01:18:02,,
183259,732,LAURA,Okay! ,2,01:18:05,,
183260,733,SAM,Natural 12! ,2,01:18:09,,
183261,734,LAURA,That's 17. ,2,01:18:12,,
183262,735,MATT,"17. You focus on the bruised area, exposed out of her monk robes. You watch as the slight bruising suddenly turns like a sickly green. ",2,01:18:14,,
183263,736,SAM,Is that good? ,2,01:18:27,,
183264,737,MATT,In a very unhealthy way. ,2,01:18:29,,
183265,738,LAURA,You know what? I think this might be worse than just like a bruised rib. Can I poke it? Does it seem infected? ,2,01:18:34,,
183266,739,MARISHA,Does it hurt? ,2,01:18:47,,
183267,740,LAURA,"I'm not going to poke it with my finger, though, I'm going to poke at it with a fork. ",2,01:18:48,,
183268,741,MARISHA,Don't poke at me with a fork! ,2,01:18:52,,
183269,742,MATT,"Right now, she's inspecting it. You take a fork off the table and poke. ",2,01:18:57,,
183270,743,MARISHA,"No, you don't! ",2,01:19:03,,
183271,744,LAURA,"I'll use the blunt end, don't be such a baby! ",2,01:19:05,,
183272,745,MATT,"You watch as this sickly pus liquid begins to pour out, with a thick viscosity and a lot of it. You all of the sudden feel like you've punctured a balloon that's beginning to erupt and you feel awful. Then you blink a few times and it's just a bruise. You hear this distant . ",2,01:19:09,,(cackling)
183273,746,LAURA,"Oh, motherfucker, he's such a dick! ",2,01:19:33,,
183274,747,SAM,What? Who? What? What's going on? ,2,01:19:36,,
183275,748,MARISHA,My bruise is in the shape of a dick? ,2,01:19:40,,
183276,749,LAURA,That would be really cool. ,2,01:19:44,,
183277,750,MARISHA,That would be fun! ,2,01:19:45,,
183278,751,LAURA,"I'm just going make sure, I'm going to push on it a bit more. I think it's okay, you're fine. ",2,01:19:48,,
183279,752,MARISHA,All right. I'll sleep it off. ,2,01:19:53,,
183280,753,LAURA,"I think I need some sleep, you guys. ",2,01:19:56,,
183281,754,LIAM,"Gustav, the person who runs the circus, is he your friend? ",2,01:19:59,,
183282,755,TALIESIN,He's family. ,2,01:20:04,,
183283,756,LIAM,He's family? ,2,01:20:06,,
183284,757,TALIESIN,We take care of each other. He's a good man. ,2,01:20:07,,
183285,758,LIAM,So what's your play tomorrow? ,2,01:20:09,,
183286,759,TALIESIN,"Well, they have all my things and they have all my family. I'm going to figure out what is going on. Try and find out what's actually doing this. I assume since it's none of us, it's going to happen again. ",2,01:20:12,,
183287,760,LAURA,But how can we because we can't leave this tavern? ,2,01:20:27,,
183288,761,TALIESIN,"Well, I-- ",2,01:20:31,,
183289,762,SAM,Were Caleb and I not instructed not to leave the tavern? We received no formal instruction. ,2,01:20:35,,
183290,763,MATT,"No, you weren't part of that formal instruction. The rest of you were told not to leave the tavern until further notice. ",2,01:20:40,,
183291,764,TALIESIN,"I'm sure if we sleep on it, we'll think of something. ",2,01:20:44,,
183292,765,LAURA,Fjord! You and I could leave in the morning the same way we got in. ,2,01:20:46,,
183293,766,TRAVIS,That's true. ,2,01:20:51,,
183294,767,SAM,How'd you get in? ,2,01:20:53,,
183295,768,LAURA,"With magic. I would show you now, but I'm out of spells! ",2,01:20:54,,
183296,769,SAM,"The fork trick wasn't very fun, was it? ",2,01:21:00,,
183297,770,LAURA,I thought she might be. ,2,01:21:03,,
183298,771,TALIESIN,That's fair. ,2,01:21:08,,
183299,772,LAURA,"She got clawed, right? ",2,01:21:10,,
183300,773,TALIESIN,"A bit, yeah. ",2,01:21:11,,
183301,774,LAURA,"All right. Hey bitches, I'm going to go to bed. ",2,01:21:12,,
183302,775,TALIESIN,"Where exactly am I going to be sleeping, by the way? I can sleep down here, but it might be nice-- ",2,01:21:17,,
183303,776,TRAVIS,"Molly, if you would like to share my room, you can. ",2,01:21:26,,
183304,777,TALIESIN,Excellent. You don't mind? I'm going to pull the swords off finally and start getting comfortable out of the performance clothes. ,2,01:21:30,,
183305,778,MARISHA,Sleeping on the floor on my bedroll. ,2,01:21:41,,
183306,779,LAURA,"As she starts to go to sleep, I want to draw in my sketchbook and tell the Traveler all about the cool things I saw for the day. I'm going to draw the red faced guard as I pretended I was a zombie, and I'm going to draw Molly's horns all full of jewels and stuff! I'm going to draw the stack of books. ",2,01:21:47,,
183307,780,SAM,The monster attack? ,2,01:22:14,,
183308,781,LAURA,"And I'm going to draw like a zombie, but like as an old man but as he's biting his dentures fall out and he's not no teeth! ",2,01:22:17,,
183309,782,MATT,"The rest of you, go to your respective rooms and find yourselves falling into a night's rest. As evening comes to a close and the morning brings you to consciousness, you are rested. You are healed up, your spells are restored. ",2,01:22:28,,
183310,783,SAM,I can use the Long Rest feature of D&D Beyond! ,2,01:22:48,,
183311,784,MARISHA,You hit a button! ,2,01:22:51,,
183312,785,LAURA,And all my spells back! ,2,01:22:55,,
183313,786,TALIESIN,There is a button for it. ,2,01:22:56,,
183314,787,SAM,,2,01:22:57,,(laughter) 
183315,788,TRAVIS,"D&D Beyond's watching going, ""Fuck you, Nott!"" ",2,01:23:11,,
183316,789,LAURA,"Wait no, you're putting temporary hit points on! What are you doing? ",2,01:23:15,,
183317,790,SAM,We'll work on this during the break. ,2,01:23:19,,
