,index,name,player,text,episode,inaudible_speech,nonspeech,season
34849,631,Aabria,Aabria,"holding up her Aunt Viola, and I believe Jaysohn and his mother made it",2,,,Burrow's End
34850,632,Aabria,Aabria,"without incident, as a massive, lumbering brown bear-",2,,,Burrow's End
34851,633,Izzy,Izzy, Brown?,2,,,Burrow's End
34852,634,Aabria,Aabria," Yeah, that's brown.",2,,,Burrow's End
34853,635,Erika,Erika, It's brown. It's a brown bear.,2,,,Burrow's End
34854,636,Erika,Erika, That's gross.,2,,,Burrow's End
34855,637,Izzy,Izzy, I thought it was green grass.,2,,,Burrow's End
34856,638,Erika,Erika," Oh, it's because-",2,,,Burrow's End
34857,639,Aabria,Aabria," No, there's green, like, lights.",2,,,Burrow's End
34858,640,Izzy,Izzy," Oh, I thought it was covered in grass.",2,,,Burrow's End
34859,641,Aabria,Aabria," No, it's fur, you can give him a little pet.",2,,,Burrow's End
34860,642,Izzy,Izzy, I was like- ,2,,(group chattering),Burrow's End
34861,643,Aabria,Aabria, You want to touch that boy?,2,,,Burrow's End
34862,644,Siobhan,Siobhan," Don't pet it, it feels gross. It feels nasty.",2,,,Burrow's End
34863,645,Siobhan,Siobhan, It feels really gross.,2,,,Burrow's End
34864,646,Izzy,Izzy, I don't want to be here anymore.,2,,,Burrow's End
34865,647,Erika,Erika, It feels like my old roommate's hair from when she used to bleach,2,,,Burrow's End
34866,648,Erika,Erika,it.,2,,,Burrow's End
34867,649,Aabria,Aabria," Oh, that's so real. ",2,,(group agreeing),Burrow's End
34868,650,Siobhan,Siobhan, Yeah.,2,,,Burrow's End
34869,651,Aabria,Aabria," Okay, so Ava,  as you are staring at",2,,(dramatic orchestral music),Burrow's End
34870,652,Aabria,Aabria,"this massive creature, like, slowly shoving your daughter and",2,,,Burrow's End
34871,653,Aabria,Aabria,"granddaughter up into the safety of the tree, a creature pops its little",2,,,Burrow's End
34872,654,Aabria,Aabria,"head out, and you see just a little chipmunk looking up at you. And as",2,,,Burrow's End
34873,655,Aabria,Aabria,"you make eye contact, it gives just a little smile, and burbles of blood",2,,,Burrow's End
34874,656,Aabria,Aabria,"sort of shoot from its cheeks, it was storing for later, dripping down",2,,,Burrow's End
34875,657,Aabria,Aabria,"its front, as it's going to reach out and grab you. I need you to make",2,,,Burrow's End
34876,658,Aabria,Aabria,"an athletics or acrobatics check, your choice, and I need all of you to",2,,,Burrow's End
34877,659,Aabria,Aabria,roll initiative.,2,,,Burrow's End
34878,660,Erika,Erika, Oh.,2,,,Burrow's End
34879,661,Jasper,Jasper," Here we go, here we go.",2,,,Burrow's End
34880,662,Jasper,Jasper,,2,,(group rolling dice),Burrow's End
34881,663,Rashawn,Rashawn, So I get a plus two to initiative.,2,,,Burrow's End
34882,664,Rashawn,Rashawn,,2,,(group mumbling calculating their initiative),Burrow's End
34883,665,Siobhan,Siobhan, I got a 23.,2,,,Burrow's End
34884,666,Aabria,Aabria," Golly, let's go.",2,,,Burrow's End
34885,667,Brennan,Brennan, 12.,2,,,Burrow's End
34886,668,Aabria,Aabria, 12 for Tula.,2,,,Burrow's End
34887,669,Erika,Erika, 22.,2,,,Burrow's End
34888,670,Izzy,Izzy, 20.,2,,,Burrow's End
34889,671,Aabria,Aabria, Ooh.,2,,,Burrow's End
34890,672,Jasper,Jasper, Seven.,2,,,Burrow's End
34891,673,Aabria,Aabria," And ""Vee-ola?""",2,,,Burrow's End
34892,674,Rashawn,Rashawn, 11.,2,,,Burrow's End
34893,675,Aabria,Aabria," ""Vai-ola"", I'm gonna change how it's pronounced every time, all",2,,,Burrow's End
34894,676,Aabria,Aabria,right.,2,,,Burrow's End
34895,677,Erika,Erika," ""VI""-ola. ",2,,(everyone individually over-enunciating 'Viola'),Burrow's End
34896,678,Rashawn,Rashawn, Viola.,2,,,Burrow's End
34897,679,Aabria,Aabria, There you go.,2,,,Burrow's End
34898,680,Brennan,Brennan," Viola, Viola.",2,,,Burrow's End
34899,681,Aabria,Aabria, Populate.,2,,,Burrow's End
34900,682,Rashawn,Rashawn, It feels like a wind or a tunnel of air coming from- ,2,,(group,Burrow's End
34901,683,Rashawn,Rashawn,,2,,emulating breathiness),Burrow's End
34902,684,Brennan,Brennan,  Viola.  ,2,,(breathy)(Brennan groans breathily)(group laughing),Burrow's End
34903,685,Rashawn,Rashawn, That's a good way-,2,,,Burrow's End
34904,686,Siobhan,Siobhan, It's like somebody pressing down on a dead body.,2,,,Burrow's End
34905,687,Brennan,Brennan, You pronounce the name like you've been hit with a tranquilizer,2,,,Burrow's End
34906,688,Brennan,Brennan,dart. You're like-   ,2,,(slap)(groans)(group laughs),Burrow's End
34907,689,Aabria,Aabria, Truly terrible.,2,,,Burrow's End
34908,690,Brennan,Brennan,"  I bet if we get in the bear, there's candy.",2,,(whisper),Burrow's End
34909,691,Aabria,Aabria," So this little chipmunk, this blood-soaked chipmunk, lunges out",2,,,Burrow's End
34910,692,Aabria,Aabria,"towards you, what'd you get?",2,,,Burrow's End
34911,693,Erika,Erika," I got a 21 for acrobatics check. Where is he coming from, where",2,,,Burrow's End
34912,694,Erika,Erika,did it come from?,2,,,Burrow's End
34913,695,Aabria,Aabria," You were standing by the tree, and this chipmunk just sort of",2,,,Burrow's End
34914,696,Aabria,Aabria,appeared beside you while you were staring at the bear and trying to,2,,,Burrow's End
34915,697,Aabria,Aabria,push.,2,,,Burrow's End
34916,698,Erika,Erika," Oh, so I go. ",2,,(grunts),Burrow's End
34917,699,Aabria,Aabria," Oh, you didn't beat me with a 23. You actually see this little",2,,,Burrow's End
34918,700,Aabria,Aabria,"chipmunk lunges towards you, and, yeah, as you get grabbed by a chipmunk",2,,,Burrow's End
34919,701,Aabria,Aabria,and dragged-,2,,,Burrow's End
34920,702,Siobhan,Siobhan, What the fuck?,2,,,Burrow's End
34921,703,Aabria,Aabria, To the back of the bear. And all of you watch as-,2,,,Burrow's End
34922,704,Siobhan,Siobhan, Grandma!,2,,,Burrow's End
34923,705,Aabria,Aabria, Your grandmother disappears inside the bear.,2,,,Burrow's End
34924,706,Rashawn,Rashawn, What?,2,,,Burrow's End
34925,707,Jasper,Jasper, What?,2,,,Burrow's End
34926,708,Aabria,Aabria," Yeah, why don't we just go ahead and open this bad boy up?",2,,,Burrow's End
34927,709,Aabria,Aabria,Aabria opens the top of the bear revealing a battlemap made of the,2,,,Burrow's End
34928,710,Aabria,Aabria,bear’s internal organs,2,,,Burrow's End
34929,711,Aabria,Aabria,,2,,(group members exclaiming),Burrow's End
34930,712,Siobhan,Siobhan," The bear opens?  Oh, my God.",2,,(group screaming),Burrow's End
34931,713,Izzy,Izzy, Oh!,2,,,Burrow's End
34932,714,Izzy,Izzy,   ,2,,(Erika laughs)(slow electronic music)(bear roars)(chipmunk chirps),Burrow's End
34933,715,Siobhan,Siobhan, There are evil squirrels in here.,2,,,Burrow's End
34934,716,Brennan,Brennan," So this is sort of like your three kids in a trench coat, but-",2,,,Burrow's End
34935,717,Aabria,Aabria, Yes.,2,,,Burrow's End
34936,718,Izzy,Izzy, Wait-,2,,,Burrow's End
34937,719,Siobhan,Siobhan," Oh, my God, the heart is beating.",2,,,Burrow's End
34938,720,Aabria,Aabria," Oh, yeah.",2,,,Burrow's End
34939,721,Siobhan,Siobhan, No.,2,,,Burrow's End
34940,722,Jasper,Jasper, What?,2,,,Burrow's End
34941,723,Aabria,Aabria, Get in there.,2,,,Burrow's End
34942,724,Aabria,Aabria,,2,,(Erika shrieks),Burrow's End
34943,725,Siobhan,Siobhan, So this is why you emailed us a trigger warning?,2,,,Burrow's End
34944,726,Aabria,Aabria," A little bit, yeah.  I was in a meeting and Rick",2,,(group laughs),Burrow's End
34945,727,Aabria,Aabria,"went, ""You must desperately send an email."" Go ahead, touch it, get in",2,,,Burrow's End
34946,728,Aabria,Aabria,there.,2,,,Burrow's End
34947,729,Rashawn,Rashawn, The heart is beating.,2,,,Burrow's End
34948,730,Jasper,Jasper, The heart is beating.,2,,,Burrow's End
34949,731,Erika,Erika," Oh, it's squishy! It's squishy, oh, my God! Oh, I can feel it",2,,,Burrow's End
34950,732,Erika,Erika,"moving, oh, my God!",2,,,Burrow's End
34951,733,Brennan,Brennan," Can I say, the worst part of this bear?",2,,,Burrow's End
34952,734,Aabria,Aabria, Yeah?,2,,,Burrow's End
34953,735,Brennan,Brennan, The tactical movement dots painted on the inside.,2,,,Burrow's End
34954,736,Aabria,Aabria, Yep.,2,,,Burrow's End
34955,737,Brennan,Brennan, That makes me feel not good.,2,,,Burrow's End
34956,738,Aabria,Aabria, Welcome to the size that you all are in these terrifying woods.,2,,,Burrow's End
34957,739,Aabria,Aabria," So, first up, we've got Jaysohn. ",2,,(chipmunk chitters)(laughs),Burrow's End
34958,740,Siobhan,Siobhan, Can I just go home?,2,,,Burrow's End
34959,741,Aabria,Aabria," Jaysohn, you're up in a tree. You see your grandmother disappear",2,,,Burrow's End
34960,742,Aabria,Aabria,inside a large brown bear.,2,,,Burrow's End
34961,743,Siobhan,Siobhan, Great.,2,,,Burrow's End
34962,744,Siobhan,Siobhan,The dome projections change to the inside of a bear,2,,,Burrow's End
34963,745,Aabria,Aabria," Oh, if you think I didn't have a background for this, yeah.",2,,,Burrow's End
34964,746,Jasper,Jasper, No!,2,,,Burrow's End
34965,747,Izzy,Izzy, It's like Magic School Bus.,2,,,Burrow's End
34966,748,Siobhan,Siobhan," I would like-  I would like to jump, how far can",2,,(Aabria laughs),Burrow's End
34967,749,Siobhan,Siobhan,"I jump? Am I allowed to jump? How far am I, tree to bear? ",2,,(Aabria,Burrow's End
34968,750,Siobhan,Siobhan," What's the, what's the-",2,,laughs),Burrow's End
34969,751,Aabria,Aabria," I will say your tree to bear is probably, this thing is pretty",2,,,Burrow's End
34970,752,Aabria,Aabria,"huge, so it's probably only 10 or 15 feet relatively to get onto the top",2,,,Burrow's End
34971,753,Aabria,Aabria,of the bear.,2,,,Burrow's End
34972,754,Siobhan,Siobhan," Okay, that's-",2,,,Burrow's End
34973,755,Aabria,Aabria," And you see three points of entry, the one that your grandmother",2,,,Burrow's End
34974,756,Aabria,Aabria,"disappeared to, one on the other side, and then one just a little bit on",2,,,Burrow's End
34975,757,Aabria,Aabria,the side-,2,,,Burrow's End
34976,758,Siobhan,Siobhan, And then where's the tree? Is it to this side of the bear?,2,,,Burrow's End
34977,759,Aabria,Aabria," Yeah, it's, like, right here.",2,,,Burrow's End
34978,760,Siobhan,Siobhan," Great, so I'll go in through this hole. I'll try and get in",2,,,Burrow's End
34979,761,Siobhan,Siobhan,through this hole right here.,2,,,Burrow's End
34980,762,Aabria,Aabria, Beautiful. It's time to meet your mini.,2,,,Burrow's End
34981,763,Siobhan,Siobhan, Yay!,2,,,Burrow's End
34982,764,Aabria,Aabria," It's Jaysohn, whoa!",2,,,Burrow's End
34983,765,Aabria,Aabria,,2,,(group cheering for the first PC mini),Burrow's End
34984,766,Siobhan,Siobhan, It's little Scrappy-Doo.,2,,,Burrow's End
34985,767,Aabria,Aabria, My little guy.,2,,,Burrow's End
34986,768,Aabria,Aabria," So when you come in, let's put you right there, right, put a",2,,,Burrow's End
34987,769,Aabria,Aabria,little tac.,2,,,Burrow's End
34988,770,Brennan,Brennan," As I watch my son jump into a bear through an open wound, my",2,,,Burrow's End
34989,771,Brennan,Brennan,soul shoots out of my ass straight to hell.,2,,,Burrow's End
34990,772,Jasper,Jasper," Yup, yup.",2,,,Burrow's End
34991,773,Jasper,Jasper,,2,,(audience laughs),Burrow's End
34992,774,Aabria,Aabria," And I'm gonna give you the rest of your, like,",2,,,Burrow's End
34993,775,Izzy,Izzy," And I go,",2,,,Burrow's End
34994,776,Lila,Izzy," It's okay, Mom. This is how he would have wanted to die.",2,,,Burrow's End
34995,777,Siobhan,Siobhan," And I yell,",2,,,Burrow's End
34996,778,Jaysohn,Siobhan, Grandma!,2,,,Burrow's End
34997,779,Siobhan,Siobhan," and then I'm gonna bonus action, use a ki point to activate my",2,,,Burrow's End
34998,780,Siobhan,Siobhan,Arms of the Astral Self.,2,,,Burrow's End
34999,781,Aabria,Aabria," Amazing, beautiful.",2,,,Burrow's End
35000,782,Siobhan,Siobhan, Do I have an attack action left? Do I have an action left?,2,,,Burrow's End
35001,783,Aabria,Aabria, You do. You still have your full action left.,2,,,Burrow's End
35002,784,Siobhan,Siobhan," Okay, great, I'm gonna move over to this guy, and I'm going to",2,,,Burrow's End
35003,785,Siobhan,Siobhan,try and attempt to grapple him.,2,,,Burrow's End
35004,786,Aabria,Aabria," Oh, okay, you have to beat a 12?",2,,,Burrow's End
35005,787,Aabria,Aabria,,2,,(Siobhan laughs),Burrow's End
35006,788,Siobhan,Siobhan, I rolled a critical failure.,2,,,Burrow's End
35007,789,Aabria,Aabria," Oh, no.",2,,,Burrow's End
35008,790,Jasper,Jasper, No.,2,,,Burrow's End
35009,791,Siobhan,Siobhan, This guy's covered in fucking blood.,2,,,Burrow's End
35010,792,Aabria,Aabria," You literally, yeah-",2,,,Burrow's End
35011,793,Jaysohn,Siobhan," Oh, you're so slippery. What have you done with my grandma?",2,,,Burrow's End
35012,794,Aabria,Aabria," And you look over and you can sort of, like, within this body,",2,,,Burrow's End
35013,795,Aabria,Aabria,"you can see a straight shot across as your grandmother is being held,",2,,,Burrow's End
35014,796,Aabria,Aabria,"but not actively harmed in this moment, as all of these other chipmunks",2,,,Burrow's End
35015,797,Aabria,Aabria,start emerging out of spaces inside of this bear and looking around and,2,,,Burrow's End
35016,798,Aabria,Aabria,"locking eyes on you, all right.",2,,,Burrow's End
35017,799,Siobhan,Siobhan," Okay, that's it, that's my turn.",2,,,Burrow's End
35018,800,Aabria,Aabria," Okay. Ava, you're up next in my bear, and Lila, you're on deck.",2,,,Burrow's End
35019,801,Aabria,Aabria,,2,,(Erika growls),Burrow's End
35020,802,Erika,Erika," And I straighten myself up to my full height, and I pull up my",2,,,Burrow's End
35021,803,Erika,Erika,"walking stick, which is a raccoon baculum, and I start, I wield it with",2,,,Burrow's End
35022,804,Erika,Erika,"both hands,  and I fly into a rage.",2,,(growls),Burrow's End
35023,805,Erika,Erika," And as I fly into a rage, fanning out from me are the spirits of",2,,,Burrow's End
35024,806,Erika,Erika,"all of our dead fore-mothers, generations of powerful stoats that fan",2,,,Burrow's End
35025,807,Erika,Erika,out in spectral forms and surround this creature here.,2,,,Burrow's End
35026,808,Erika,Erika,,2,,(sloshing sound as camera zooms in),Burrow's End
35027,809,Erika,Erika," And I attack him with reckless disregard for my own safety, so I",2,,,Burrow's End
35028,810,Erika,Erika,am doing a Reckless Attack.,2,,,Burrow's End
35029,811,Aabria,Aabria," All right, attack with advantage.",2,,,Burrow's End
35030,812,Erika,Erika, And that would be a 22.,2,,,Burrow's End
35031,813,Aabria,Aabria," Oh, absolutely hits.",2,,,Burrow's End
35032,814,Erika,Erika," All right, and then that's gonna be a 12.",2,,,Burrow's End
35033,815,Erika,Erika," So that's a 12, so I smack it right on the head,  ",2,,(Grunt)(Thud),Burrow's End
35034,816,Erika,Erika,and I also am going to use my years- years on the battlefield to use a,2,,,Burrow's End
35035,817,Erika,Erika,Menacing Attack. He has to do a wisdom saving throw and beat a 14.,2,,,Burrow's End
35036,818,Aabria,Aabria," Okay, let's give it a shot.  With a natural 18.",2,,(dice rattling),Burrow's End
35037,819,Aabria,Aabria,This chipmunk that you see now is a girl. You'll see the naming,2,,,Burrow's End
35038,820,Aabria,Aabria,convention in a second.,2,,,Burrow's End
35039,821,Siobhan,Siobhan," Oh, no.",2,,,Burrow's End
35040,822,Aabria,Aabria," See, like, sort of gets stared down by you, just kind of quirks",2,,,Burrow's End
35041,823,Aabria,Aabria,"her head,  and a little more blood dribbles out of her mouth.",2,,(chirps),Burrow's End
35042,824,Izzy,Izzy, Ugh.,2,,,Burrow's End
35043,825,Erika,Erika," All right, but she takes six more points of damage.",2,,,Burrow's End
35044,826,Aabria,Aabria," You put 18 points into this chipmunk, breaking the grapple and",2,,,Burrow's End
35045,827,Aabria,Aabria,sort of freeing yourself in this moment. And you look out and you see,2,,,Burrow's End
35046,828,Aabria,Aabria,"within this bear that there are more, and they are sort of starting to",2,,,Burrow's End
35047,829,Aabria,Aabria,clamor out of holes and pockets and organs.,2,,,Burrow's End
35048,830,Izzy,Izzy, But we're not even scared of the bear.,2,,,Burrow's End
35049,831,Aabria,Aabria," You could be, you could decide. It's, in fact, your turn, so",2,,,Burrow's End
35050,832,Aabria,Aabria,what do you want to do?,2,,,Burrow's End
35051,833,Izzy,Izzy," Oh, well, yeah, I guess right now, I'm scared of the bear 'cause I",2,,,Burrow's End
35052,834,Izzy,Izzy,"don't know that there's a little army of chipmunks, and it looks like",2,,,Burrow's End
35053,835,Izzy,Izzy,"they have little drums, which is very fun.",2,,,Burrow's End
35054,836,Aabria,Aabria, It's their little letters so we know who they are.,2,,,Burrow's End
35055,837,Izzy,Izzy, I'm just gonna look at my mom and go-,2,,,Burrow's End
35056,838,Lila,Izzy,"  Mom, what do I do now?",2,,(silent),Burrow's End
35057,839,Brennan,Brennan, I think my face is inscrutable right now. I am preparing to,2,,,Burrow's End
35058,840,Brennan,Brennan,dive after Jaysohn into the bear.,2,,,Burrow's End
35059,841,Lila,Izzy," And I just go, ""What do I do?""",2,,,Burrow's End
35060,842,Tula,Brennan," Stay here, stay here, stay here.",2,,,Burrow's End
35061,843,Lila,Izzy, No.,2,,,Burrow's End
35062,844,Tula,Brennan, Stay here.,2,,,Burrow's End
35063,845,Brennan,Brennan, Dive.,2,,,Burrow's End
35064,846,Lila,Izzy, No! ,2,,(group laughs),Burrow's End
35065,847,Izzy,Izzy, I go after her.,2,,,Burrow's End
35066,848,Aabria,Aabria," I mean, you go before her, so what are you gonna do? ",2,,(laughs),Burrow's End
35067,849,Izzy,Izzy," I think I see her being like, ""I'm gonna go,"" and I go, ""Okay,""",2,,,Burrow's End
35068,850,Izzy,Izzy,and I go in front of her.,2,,,Burrow's End
35069,851,Aabria,Aabria, Okay. ,2,,(Brennan screams),Burrow's End
35070,852,Brennan,Brennan, Scream even more-,2,,,Burrow's End
35071,853,Aabria,Aabria, Do you want to dive in in the same direction that Jaysohn sort,2,,,Burrow's End
35072,854,Aabria,Aabria,"of erupted in, or do you want to dive into the hole that Ava jumped",2,,,Burrow's End
35073,855,Aabria,Aabria,through? Or do you want to dive in the other hole? You have so many,2,,,Burrow's End
35074,856,Aabria,Aabria,options.,2,,,Burrow's End
35075,857,Izzy,Izzy, What's closest?,2,,,Burrow's End
35076,858,Aabria,Aabria," I would say it's equidistant, just because of the angle you",2,,,Burrow's End
35077,859,Aabria,Aabria,"have, you can get into either one easily-",2,,,Burrow's End
35078,860,Izzy,Izzy," I guess I'll go in after Jaysohn because that's what I saw happen,",2,,,Burrow's End
35079,861,Izzy,Izzy,right?,2,,,Burrow's End
35080,862,Aabria,Aabria," Yeah, I mean, you saw both. You saw your grandmother get pulled",2,,,Burrow's End
35081,863,Aabria,Aabria,"into one hole, and then Jaysohn jumped into another.",2,,,Burrow's End
35082,864,Izzy,Izzy," I don't know, Grandma's pretty tough.",2,,,Burrow's End
35083,865,Aabria,Aabria, She is pretty tough.,2,,,Burrow's End
35084,866,Izzy,Izzy," So I'll, yeah, I'll go after Jaysohn.",2,,,Burrow's End
35085,867,Aabria,Aabria," All right, there's your guy.",2,,,Burrow's End
35086,868,Izzy,Izzy, Kiddy. ,2,,(group laughs),Burrow's End
35087,869,Aabria,Aabria," And you dive in, you know, I'm gonna put you on a rib ",2,,(slow,Burrow's End
35088,870,Aabria,Aabria, so you get a little vantage and you get a look out over,2,,music),Burrow's End
35089,871,Aabria,Aabria,everything.,2,,,Burrow's End
35090,872,Izzy,Izzy," Okay, and,  okay, well, can I sneak attack this",2,,(heart beating),Burrow's End
35091,873,Izzy,Izzy,chipmunk?,2,,,Burrow's End
35092,874,Aabria,Aabria," Oh, yeah, you still have more movement.",2,,,Burrow's End
35093,875,Izzy,Izzy," Yeah, I sneak attack the chipmunk from up there.",2,,,Burrow's End
35094,876,Aabria,Aabria," Do you want to throw your thorns down, or do you want to, like,",2,,,Burrow's End
35095,877,Aabria,Aabria,jump in and be in melee?,2,,,Burrow's End
35096,878,Izzy,Izzy," Melee, and I'll do Primal Savagery.",2,,,Burrow's End
35097,879,Aabria,Aabria, Let's go.,2,,,Burrow's End
35098,880,Izzy,Izzy," Is there an amount of times we can do that, or we can just do that",2,,,Burrow's End
35099,881,Izzy,Izzy,forever-,2,,,Burrow's End
35100,882,Aabria,Aabria, You just do it all the time. That's just what your claw attack,2,,,Burrow's End
35101,883,Aabria,Aabria,is.,2,,,Burrow's End
35102,884,Izzy,Izzy," Okay, cool.",2,,,Burrow's End
35103,885,Aabria,Aabria," It's just nasty in the club. You know what, let's get these ribs",2,,,Burrow's End
35104,886,Aabria,Aabria,"out of here. So gross, you know what we're doing now.",2,,,Burrow's End
35105,887,Rashawn,Rashawn," Which is crazy, I ate, like, a half a rack of ribs yesterday.",2,,,Burrow's End
35106,888,Aabria,Aabria," Oh, no!",2,,,Burrow's End
35107,889,Aabria,Aabria, I was like. ♪ We made it nasty ♪,2,,,Burrow's End
35108,890,Jasper,Jasper," It's like, mm-hmm,",2,,,Burrow's End
35109,891,Rashawn,Rashawn," Oh, this is- ",2,,(Players praising the battle map),Burrow's End
35110,892,Rashawn,Rashawn, It's so disgustingly beautiful.,2,,,Burrow's End
35111,893,Jasper,Jasper, Incredible job. ,2,,(claps),Burrow's End
35112,894,Aabria,Aabria," It's so good. You guys, they really snapped on this map, this is",2,,,Burrow's End
35113,895,Aabria,Aabria,incredible.,2,,,Burrow's End
35114,896,Siobhan,Siobhan, And nastiest mini yet.,2,,,Burrow's End
35115,897,Aabria,Aabria, The nastiest map.,2,,,Burrow's End
35116,898,Brennan,Brennan," ""Mini."" ",2,,(Aabria laughs),Burrow's End
35117,899,Aabria,Aabria," It's sort of a maxi, if you will.",2,,,Burrow's End
35118,900,Aabria,Aabria, Go ahead and make an attack roll for me.,2,,,Burrow's End
35119,901,Izzy,Izzy, Okay.,2,,,Burrow's End
35120,902,Jasper,Jasper," Let's see what's happening back here, okay.",2,,,Burrow's End
35121,903,Jasper,Jasper,,2,,"(Brennan and Jasper trading ""wow""s)",Burrow's End
35122,904,Jasper,Jasper,,2,,(Izzy stammers),Burrow's End
35123,905,Izzy,Izzy, 18.,2,,,Burrow's End
35124,906,Rashawn,Rashawn," Hell, yeah.",2,,,Burrow's End
35125,907,Aabria,Aabria," Beautiful, absolutely hits, so go ahead and roll your one D10",2,,,Burrow's End
35126,908,Aabria,Aabria,for your claw attack.,2,,,Burrow's End
35127,909,Siobhan,Siobhan," I say,",2,,,Burrow's End
35128,910,Jaysohn,Siobhan," Wait, be careful, they're really slippery, like, I mean, I hit",2,,,Burrow's End
35129,911,Jaysohn,Siobhan,"them for a bunch already, but he's really slippery.",2,,,Burrow's End
35130,912,Jaysohn,Siobhan, ,2,,(group chattering)(dice rattling),Burrow's End
35131,913,Izzy,Izzy," Five, two, seven, 12, 14.",2,,,Burrow's End
35132,914,Siobhan,Siobhan, Damn.,2,,,Burrow's End
35133,915,Aabria,Aabria, Beautiful.,2,,,Burrow's End
35134,916,Brennan,Brennan, 14?,2,,,Burrow's End
35135,917,Jasper,Jasper," 14, yes.",2,,,Burrow's End
35136,918,Aabria,Aabria, 14 points.,2,,,Burrow's End
35137,919,Rashawn,Rashawn," Come on, Lila.",2,,,Burrow's End
35138,920,Aabria,Aabria, So let's just go ahead and reveal that these are named via,2,,,Burrow's End
35139,921,Aabria,Aabria,"Chipmunks, Chipettes, and Chippendale. So Simon is gonna take how many",2,,,Burrow's End
35140,922,Aabria,Aabria,points of damage?,2,,,Burrow's End
35141,923,Erika,Erika," Oh, that's Brittany.",2,,,Burrow's End
35142,924,Aabria,Aabria," Yeah, that's Brittany. ",2,,(laughs),Burrow's End
35143,925,Brennan,Brennan," Oh, wow, okay.",2,,,Burrow's End
35144,926,Aabria,Aabria, Cute.,2,,,Burrow's End
35145,927,Jasper,Jasper, Yeah.,2,,,Burrow's End
35146,928,Aabria,Aabria, Simon takes 14 points of damage.,2,,,Burrow's End
35147,929,Aabria,Aabria," Okay, you're still here and you still have a bonus action. Is",2,,,Burrow's End
35148,930,Aabria,Aabria,"there anything else you want to do? You can dodge, disengage, hide.",2,,,Burrow's End
35149,931,Izzy,Izzy," So I don't, like, cast Insightful Fighting, right, I just-",2,,,Burrow's End
35150,932,Aabria,Aabria," Oh, yeah, do you want to use Insightful Fighting?",2,,,Burrow's End
35151,933,Izzy,Izzy, Yeah.,2,,,Burrow's End
35152,934,Aabria,Aabria, How does that work? Tell me.,2,,,Burrow's End
35153,935,Izzy,Izzy, Insight against deception.,2,,,Burrow's End
35154,936,Aabria,Aabria," Okay, go ahead and make an insight check.",2,,,Burrow's End
35155,937,Izzy,Izzy, My sneak attack.,2,,,Burrow's End
35156,938,Aabria,Aabria, You're gonna make it with a 12.,2,,,Burrow's End
35157,939,Izzy,Izzy," Okay, yeah, 18.",2,,,Burrow's End
35158,940,Aabria,Aabria," All right, yeah, you have advantage against Simon forever.",2,,,Burrow's End
35159,941,Izzy,Izzy, Cool.,2,,,Burrow's End
35160,942,Aabria,Aabria, But you also-,2,,,Burrow's End
35161,943,Izzy,Izzy," Oh, only Simon?",2,,,Burrow's End
35162,944,Aabria,Aabria, Yes.,2,,,Burrow's End
35163,945,Aabria,Aabria," It's the one that you, like, looked down, and you're like, ""I",2,,,Burrow's End
35164,946,Aabria,Aabria,"understand exactly what you're doing."" You also have half killed this",2,,,Burrow's End
35165,947,Aabria,Aabria,one particular chipmunk just on arrival.,2,,,Burrow's End
35166,948,Aabria,Aabria," So your brother, who is screaming out, ""Watch out, they're so",2,,,Burrow's End
35167,949,Aabria,Aabria,"slippery,"" see you tear in with your claws and stay there, and as you",2,,,Burrow's End
35168,950,Aabria,Aabria,"stare down Simon, this thing looks like it wants to duck back and away",2,,,Burrow's End
35169,951,Aabria,Aabria,from you.,2,,,Burrow's End
35170,952,Izzy,Izzy," And I'm like,",2,,,Burrow's End
35171,953,Lila,Izzy," Was that cool, Mom?",2,,,Burrow's End
35172,954,Izzy,Izzy, And I see that she's not there yet.,2,,,Burrow's End
35173,955,Erika,Erika, I see it.,2,,,Burrow's End
35174,956,Jasper,Jasper," Hurry up, Mom.",2,,,Burrow's End
35175,957,Ava,Erika, You're doing great. ,2,,(Aabria claps),Burrow's End
35176,958,Lila,Izzy, Nana.,2,,,Burrow's End
35177,959,Aabria,Aabria," Approval, amazing. Okay, next up, we've got the bear. So",2,,,Burrow's End
35178,960,Aabria,Aabria,everyone on the inside-,2,,,Burrow's End
35179,961,Izzy,Izzy, Uh-oh.,2,,,Burrow's End
35180,962,Aabria,Aabria," You feel, now that there's more action happening inside the",2,,,Burrow's End
35181,963,Aabria,Aabria,"bear, and this bear is still walking forward, mind you, it gives a big",2,,,Burrow's End
35182,964,Aabria,Aabria,cough. So I need everyone to make a strength saving throw to hold your,2,,,Burrow's End
35183,965,Aabria,Aabria,footing as everything inside the bear shifts.,2,,,Burrow's End
35184,966,Jasper,Jasper," And that's just if we're in the bear, right?",2,,,Burrow's End
35185,967,Aabria,Aabria, That's just if you're in the bear already.,2,,,Burrow's End
35186,968,Siobhan,Siobhan," Can I use a wisdom throw, since I have my arms?",2,,,Burrow's End
35187,969,Rashawn,Rashawn,  Baby.,2,,(sighs),Burrow's End
35188,970,Siobhan,Siobhan, Great.,2,,,Burrow's End
35189,971,Jasper,Jasper, Is this a dex save?,2,,,Burrow's End
35190,972,Aabria,Aabria, No. Strength.,2,,,Burrow's End
35191,973,Jasper,Jasper," Oh, strength",2,,,Burrow's End
35192,974,Brennan,Brennan," Bless, on both of you, one D4 extra.",2,,,Burrow's End
